pet_id,issue_date,listing_date,condition,color_type,length(m),X1,X2,breed_category,pet_category,issue_date_dt,listing_date_dt,date_diff,conditionnan,height(m)
ANSL_52415,2016-07-24 00:00:00,2016-10-28 12:34:00,0.0,Tortie,0.96,0,1,1.0,1,2016-07-24,2016-10-28,96,0,0.424
ANSL_69182,2015-07-05 00:00:00,2016-07-26 09:00:00,3.0,Blue,0.33,16,9,2.0,1,2015-07-05,2016-07-26,387,1,0.4643
ANSL_61324,2014-12-03 00:00:00,2016-12-23 18:28:00,0.0,Black,0.61,0,7,1.0,2,2014-12-03,2016-12-23,751,0,0.0572
ANSL_73327,2006-08-11 00:00:00,2018-09-04 12:18:00,1.0,Blue Tabby,0.16,13,9,0.0,1,2006-08-11,2018-09-04,4407,0,0.3676
ANSL_69756,2015-04-19 00:00:00,2018-05-21 17:57:00,1.0,Black,0.72,0,1,0.0,2,2015-04-19,2018-05-21,1128,0,0.2994
ANSL_51128,2018-10-13 00:00:00,2019-01-08 16:49:00,0.0,Brown,0.25,0,1,1.0,2,2018-10-13,2019-01-08,87,0,0.3356
ANSL_63588,2016-06-06 00:00:00,2018-06-28 08:16:00,3.0,Brown,0.74,15,4,2.0,4,2016-06-06,2018-06-28,752,1,0.2108
ANSL_73468,2017-03-15 00:00:00,2017-11-02 17:54:00,1.0,White,0.79,0,1,0.0,2,2017-03-15,2017-11-02,232,0,0.4006
ANSL_58370,2012-09-28 00:00:00,2017-10-28 17:35:00,0.0,Tan,0.35,13,9,1.0,2,2012-09-28,2017-10-28,1856,0,0.1047
ANSL_61923,2016-07-12 00:00:00,2016-10-22 17:12:00,0.0,Tortie,0.95,7,1,1.0,1,2016-07-12,2016-10-22,102,0,0.3978
ANSL_54056,2015-08-11 00:00:00,2016-09-02 09:00:00,2.0,Black,0.79,16,9,1.0,1,2015-08-11,2016-09-02,388,0,0.2343
ANSL_67661,2016-05-15 00:00:00,2016-08-20 15:45:00,1.0,Blue,0.92,0,1,0.0,1,2016-05-15,2016-08-20,97,0,0.2641
ANSL_67188,2010-09-14 00:00:00,2016-10-05 18:26:00,1.0,White,0.82,0,7,0.0,2,2010-09-14,2016-10-05,2213,0,0.32530000000000003
ANSL_54143,2016-05-21 00:00:00,2017-06-11 09:34:00,3.0,Brown,0.91,15,4,2.0,4,2016-05-21,2017-06-11,386,1,0.48840000000000006
ANSL_70435,2017-08-14 00:00:00,2017-11-04 17:55:00,2.0,Brown,0.96,0,7,1.0,2,2017-08-14,2017-11-04,82,0,0.45280000000000004
ANSL_57905,2018-12-03 00:00:00,2018-12-30 14:43:00,2.0,Brown Tabby,0.06,13,9,0.0,1,2018-12-03,2018-12-30,27,0,0.051
ANSL_66950,2010-01-18 00:00:00,2019-04-03 12:59:00,1.0,Brown,0.41,0,7,0.0,2,2010-01-18,2019-04-03,3362,0,0.2507
ANSL_52595,2017-01-29 00:00:00,2019-02-20 13:40:00,1.0,Black Tabby,0.26,0,7,0.0,1,2017-01-29,2019-02-20,752,0,0.1886
ANSL_72393,2016-11-01 00:00:00,2017-01-24 13:02:00,2.0,Orange Tabby,0.71,13,9,0.0,1,2016-11-01,2017-01-24,84,0,0.0951
ANSL_52383,2008-12-24 00:00:00,2016-11-22 11:03:00,1.0,Brown,0.63,0,7,0.0,2,2008-12-24,2016-11-22,2890,0,0.30219999999999997
ANSL_68588,2017-03-10 00:00:00,2019-03-30 18:27:00,2.0,Brown,0.84,0,7,0.0,2,2017-03-10,2019-03-30,750,0,0.050300000000000004
ANSL_73801,2018-02-01 00:00:00,2018-12-27 17:29:00,0.0,Brown,0.31,0,1,1.0,2,2018-02-01,2018-12-27,329,0,0.35
ANSL_63988,2003-01-11 00:00:00,2017-11-17 17:21:00,2.0,White,0.09,13,9,0.0,2,2003-01-11,2017-11-17,5424,0,0.4426
ANSL_51677,2017-10-15 00:00:00,2018-01-24 15:49:00,1.0,Black,0.56,0,1,0.0,1,2017-10-15,2018-01-24,101,0,0.326
ANSL_72834,2017-07-06 00:00:00,2017-09-23 19:10:00,2.0,Cream Tabby,0.82,0,1,1.0,1,2017-07-06,2017-09-23,79,0,0.0556
ANSL_68923,2018-09-01 00:00:00,2018-10-15 14:58:00,2.0,Black,0.27,13,9,0.0,1,2018-09-01,2018-10-15,44,0,0.4808
ANSL_62224,2016-11-28 00:00:00,2019-02-02 18:49:00,0.0,Brown,0.85,0,1,1.0,2,2016-11-28,2019-02-02,796,0,0.1183
ANSL_67306,2012-03-10 00:00:00,2017-07-16 18:03:00,1.0,Blue,0.25,0,7,0.0,2,2012-03-10,2017-07-16,1954,0,0.3116
ANSL_59761,2017-12-16 00:00:00,2018-07-06 16:14:00,3.0,Brown,0.99,15,4,2.0,4,2017-12-16,2018-07-06,202,1,0.0638
ANSL_58063,2016-10-02 00:00:00,2017-02-21 00:00:00,0.0,Black,0.27,13,9,1.0,1,2016-10-02,2017-02-21,142,0,0.2984
ANSL_67355,2017-08-03 00:00:00,2017-09-24 19:57:00,2.0,Calico,0.88,13,9,1.0,1,2017-08-03,2017-09-24,52,0,0.3978
ANSL_63480,2016-09-11 00:00:00,2016-12-18 13:35:00,2.0,Black,0.78,13,9,0.0,2,2016-09-11,2016-12-18,98,0,0.4216
ANSL_59883,2016-12-31 00:00:00,2018-01-23 12:33:00,2.0,Chocolate,0.87,0,7,1.0,2,2016-12-31,2018-01-23,388,0,0.2234
ANSL_61743,2015-10-28 00:00:00,2018-11-18 16:28:00,3.0,Brown,0.75,15,4,2.0,4,2015-10-28,2018-11-18,1117,1,0.4782
ANSL_76846,2016-11-04 00:00:00,2018-12-03 17:44:00,1.0,White,0.95,0,1,0.0,2,2016-11-04,2018-12-03,759,0,0.3737
ANSL_61747,2011-11-22 00:00:00,2017-05-15 16:43:00,0.0,Tortie Point,0.28,0,7,1.0,1,2011-11-22,2017-05-15,2001,0,0.40490000000000004
ANSL_60105,2017-04-02 00:00:00,2018-04-27 17:29:00,0.0,Blue Merle,0.69,0,1,1.0,2,2017-04-02,2018-04-27,390,0,0.1024
ANSL_65953,2016-08-10 00:00:00,2017-09-04 16:53:00,2.0,Tan,0.47,13,9,1.0,2,2016-08-10,2017-09-04,390,0,0.11900000000000001
ANSL_53801,2017-07-03 00:00:00,2017-10-07 00:00:00,0.0,White,0.08,13,9,1.0,1,2017-07-03,2017-10-07,96,0,0.17350000000000002
ANSL_64846,2018-06-25 00:00:00,2018-10-11 16:49:00,1.0,Brown Tabby,0.79,12,1,0.0,1,2018-06-25,2018-10-11,108,0,0.3826
ANSL_51557,2016-12-18 00:00:00,2018-06-07 16:23:00,1.0,Tan,0.68,13,9,0.0,2,2016-12-18,2018-06-07,536,0,0.2047
ANSL_51709,2018-10-15 00:00:00,2019-01-20 19:03:00,0.0,Brown Tabby,0.33,0,1,1.0,1,2018-10-15,2019-01-20,97,0,0.4208
ANSL_72221,2017-01-26 00:00:00,2018-02-24 18:51:00,1.0,Tricolor,0.35,0,1,0.0,2,2017-01-26,2018-02-24,394,0,0.0864
ANSL_54196,2016-07-05 00:00:00,2016-10-15 17:55:00,0.0,Black,0.04,0,1,1.0,1,2016-07-05,2016-10-15,102,0,0.4986
ANSL_62441,2017-09-11 00:00:00,2018-02-19 16:24:00,1.0,Orange Tabby,0.28,0,1,0.0,1,2017-09-11,2018-02-19,161,0,0.16469999999999999
ANSL_63948,2013-03-22 00:00:00,2017-04-16 12:02:00,0.0,White,0.09,0,1,1.0,2,2013-03-22,2017-04-16,1486,0,0.45399999999999996
ANSL_54244,2015-02-08 00:00:00,2018-03-18 13:50:00,1.0,Black,0.61,0,7,0.0,2,2015-02-08,2018-03-18,1134,0,0.41009999999999996
ANSL_75424,2015-10-30 00:00:00,2019-04-08 19:13:00,0.0,Black,0.97,0,1,1.0,2,2015-10-30,2019-04-08,1256,0,0.3691
ANSL_61144,2016-10-10 00:00:00,2017-11-25 13:55:00,2.0,Yellow Brindle,0.16,0,1,1.0,2,2016-10-10,2017-11-25,411,0,0.3914
ANSL_76804,2017-04-07 00:00:00,2019-05-10 16:26:00,0.0,Sable,0.43,0,1,1.0,2,2017-04-07,2019-05-10,763,0,0.4558
ANSL_71487,2015-10-20 00:00:00,2016-11-09 17:39:00,0.0,Black,0.95,0,7,1.0,2,2015-10-20,2016-11-09,386,0,0.32170000000000004
ANSL_73718,2016-06-28 00:00:00,2018-07-18 16:30:00,3.0,Gray,0.81,18,4,2.0,4,2016-06-28,2018-07-18,750,1,0.3122
ANSL_70604,2016-01-12 00:00:00,2017-02-07 14:07:00,1.0,Black,0.81,0,1,0.0,2,2016-01-12,2017-02-07,392,0,0.19760000000000003
ANSL_50902,2016-11-01 00:00:00,2017-12-06 12:25:00,1.0,Brown,0.67,13,9,0.0,2,2016-11-01,2017-12-06,400,0,0.0676
ANSL_63614,2016-07-01 00:00:00,2017-04-25 18:37:00,0.0,Tortie,0.59,0,1,1.0,1,2016-07-01,2017-04-25,298,0,0.24239999999999998
ANSL_57003,2011-11-15 00:00:00,2016-12-08 16:08:00,2.0,Black,0.32,13,9,1.0,4,2011-11-15,2016-12-08,1850,0,0.0919
ANSL_55879,2017-07-06 00:00:00,2019-03-08 17:55:00,0.0,Black,0.07,0,7,1.0,1,2017-07-06,2019-03-08,610,0,0.3272
ANSL_61514,2010-06-07 00:00:00,2018-06-30 09:21:00,0.0,Tan,0.25,13,9,1.0,2,2010-06-07,2018-06-30,2945,0,0.3325
ANSL_61555,2016-10-12 00:00:00,2017-01-27 16:51:00,2.0,White,0.1,0,7,1.0,2,2016-10-12,2017-01-27,107,0,0.42310000000000003
ANSL_53947,2016-11-16 00:00:00,2017-02-09 15:35:00,1.0,Black,0.97,0,1,0.0,1,2016-11-16,2017-02-09,85,0,0.4017
ANSL_68126,2017-01-10 00:00:00,2019-02-01 11:55:00,1.0,Gray,0.43,0,7,0.0,2,2017-01-10,2019-02-01,752,0,0.16940000000000002
ANSL_57977,2017-04-30 00:00:00,2017-07-24 18:11:00,0.0,Brown Tabby,0.71,0,1,1.0,1,2017-04-30,2017-07-24,85,0,0.3586
ANSL_71621,2011-02-22 00:00:00,2017-03-14 18:06:00,1.0,Tan,0.54,0,7,0.0,2,2011-02-22,2017-03-14,2212,0,0.3184
ANSL_74636,2012-09-04 00:00:00,2018-09-08 17:49:00,0.0,Brown Brindle,0.07,0,1,1.0,2,2012-09-04,2018-09-08,2195,0,0.1231
ANSL_54761,2018-04-28 00:00:00,2018-11-19 08:14:00,3.0,Brown,0.83,15,4,2.0,4,2018-04-28,2018-11-19,205,1,0.2688
ANSL_51720,2016-04-24 00:00:00,2018-05-15 14:50:00,2.0,Orange Tabby,0.07,13,9,1.0,1,2016-04-24,2018-05-15,751,0,0.1294
ANSL_76496,2019-01-09 00:00:00,2019-05-04 15:53:00,0.0,Brown Tabby,0.69,0,1,1.0,1,2019-01-09,2019-05-04,115,0,0.2925
ANSL_50259,2015-09-05 00:00:00,2018-10-09 14:40:00,0.0,Black,0.57,13,9,1.0,2,2015-09-05,2018-10-09,1130,0,0.2957
ANSL_56866,2015-04-24 00:00:00,2017-05-15 14:37:00,0.0,White,0.27,0,7,1.0,2,2015-04-24,2017-05-15,752,0,0.3323
ANSL_74207,2015-10-11 00:00:00,2016-11-12 14:11:00,1.0,White,0.12,0,1,0.0,2,2015-10-11,2016-11-12,398,0,0.2875
ANSL_74409,2015-12-26 00:00:00,2018-01-22 17:12:00,1.0,Tan,0.85,0,7,0.0,2,2015-12-26,2018-01-22,758,0,0.25579999999999997
ANSL_71620,2016-12-19 00:00:00,2018-01-09 09:00:00,1.0,Black,0.21,16,9,0.0,1,2016-12-19,2018-01-09,386,0,0.3206
ANSL_76457,2007-06-11 00:00:00,2019-05-03 17:01:00,1.0,Brown,0.88,13,9,0.0,2,2007-06-11,2019-05-03,4344,0,0.34149999999999997
ANSL_51443,2013-07-06 00:00:00,2016-08-04 13:32:00,0.0,Sable,0.45,0,7,1.0,2,2013-07-06,2016-08-04,1125,0,0.2582
ANSL_55767,2018-11-04 00:00:00,2019-02-12 18:28:00,1.0,Orange Tabby,0.76,7,1,0.0,1,2018-11-04,2019-02-12,100,0,0.49520000000000003
ANSL_58734,2007-04-10 00:00:00,2017-07-07 14:13:00,1.0,Tan,0.41,1,4,0.0,2,2007-04-10,2017-07-07,3741,0,0.3611
ANSL_53090,2015-03-21 00:00:00,2017-04-13 09:37:00,2.0,Black,0.44,9,2,1.0,2,2015-03-21,2017-04-13,754,0,0.4569
ANSL_52775,2014-12-21 00:00:00,2018-01-16 17:14:00,1.0,Black,0.57,0,1,0.0,2,2014-12-21,2018-01-16,1122,0,0.3132
ANSL_75841,2018-11-28 00:00:00,2019-04-18 20:36:00,2.0,Tricolor,0.37,0,1,1.0,2,2018-11-28,2019-04-18,141,0,0.19829999999999998
ANSL_51630,2001-11-02 00:00:00,2016-11-23 14:10:00,1.0,White,0.54,0,7,0.0,2,2001-11-02,2016-11-23,5500,0,0.196
ANSL_76245,2017-03-11 00:00:00,2019-04-28 17:20:00,0.0,Brown,0.55,0,1,1.0,2,2017-03-11,2019-04-28,778,0,0.2873
ANSL_57069,2011-07-20 00:00:00,2019-03-20 19:49:00,0.0,Blue,0.98,0,1,1.0,2,2011-07-20,2019-03-20,2800,0,0.183
ANSL_53772,2017-02-22 00:00:00,2018-04-12 19:52:00,1.0,White,0.17,0,1,0.0,4,2017-02-22,2018-04-12,414,0,0.38939999999999997
ANSL_58469,2016-05-07 00:00:00,2016-11-07 14:38:00,0.0,Tortie,0.47,7,1,1.0,1,2016-05-07,2016-11-07,184,0,0.49229999999999996
ANSL_72615,2013-11-08 00:00:00,2018-12-26 11:15:00,0.0,Blue,0.42,0,7,1.0,2,2013-11-08,2018-12-26,1874,0,0.2532
ANSL_57410,2017-11-24 00:00:00,2018-02-02 12:34:00,2.0,Orange,0.69,13,9,0.0,1,2017-11-24,2018-02-02,70,0,0.0529
ANSL_53829,2018-06-26 00:00:00,2018-10-29 17:47:00,0.0,Blue,0.36,7,1,1.0,1,2018-06-26,2018-10-29,125,0,0.1378
ANSL_74124,2007-12-31 00:00:00,2019-01-21 18:11:00,1.0,Orange Tabby,0.28,0,7,0.0,1,2007-12-31,2019-01-21,4039,0,0.4853
ANSL_66694,2017-08-24 00:00:00,2017-09-14 19:19:00,3.0,Black,0.67,13,9,2.0,2,2017-08-24,2017-09-14,21,1,0.3775
ANSL_69378,2017-07-16 00:00:00,2017-10-19 17:26:00,1.0,Black,0.56,7,1,0.0,1,2017-07-16,2017-10-19,95,0,0.4169
ANSL_57474,2016-05-22 00:00:00,2016-08-17 12:10:00,2.0,Black,0.88,0,1,0.0,1,2016-05-22,2016-08-17,87,0,0.16149999999999998
ANSL_71029,2017-08-04 00:00:00,2018-06-04 12:23:00,0.0,Black,0.5,7,1,1.0,1,2017-08-04,2018-06-04,304,0,0.3236
ANSL_66518,2015-05-16 00:00:00,2017-07-09 11:30:00,1.0,Brown,0.63,0,1,0.0,2,2015-05-16,2017-07-09,785,0,0.47119999999999995
ANSL_68145,2015-01-05 00:00:00,2019-01-09 12:10:00,1.0,Brown Brindle,0.75,0,7,0.0,2,2015-01-05,2019-01-09,1465,0,0.2846
ANSL_53740,2014-10-28 00:00:00,2016-11-18 11:35:00,1.0,Fawn,0.97,0,7,0.0,2,2014-10-28,2016-11-18,752,0,0.43920000000000003
ANSL_52232,2017-07-08 00:00:00,2017-11-21 15:49:00,0.0,Black,0.45,13,9,1.0,1,2017-07-08,2017-11-21,136,0,0.4629
ANSL_55563,2016-02-21 00:00:00,2018-01-26 16:30:00,0.0,Tan,0.29,0,1,1.0,2,2016-02-21,2018-01-26,705,0,0.1574
ANSL_70607,2013-08-31 00:00:00,2018-09-21 18:56:00,0.0,Black,0.89,0,7,1.0,2,2013-08-31,2018-09-21,1847,0,0.1875
ANSL_55806,2015-08-10 00:00:00,2016-09-04 15:38:00,2.0,Black,0.44,13,9,1.0,1,2015-08-10,2016-09-04,391,0,0.4472
ANSL_63994,2014-09-22 00:00:00,2016-10-29 11:37:00,0.0,Red,0.44,0,1,1.0,2,2014-09-22,2016-10-29,768,0,0.14
ANSL_66885,2015-12-17 00:00:00,2018-07-11 18:26:00,1.0,Tricolor,0.43,0,1,0.0,2,2015-12-17,2018-07-11,937,0,0.34119999999999995
ANSL_72741,2016-05-28 00:00:00,2016-08-02 10:07:00,3.0,Gray,0.37,18,4,2.0,4,2016-05-28,2016-08-02,66,1,0.13369999999999999
ANSL_55988,2018-10-25 00:00:00,2019-03-10 17:21:00,1.0,Black,0.26,0,1,0.0,1,2018-10-25,2019-03-10,136,0,0.3851
ANSL_75353,2018-05-18 00:00:00,2019-04-07 16:38:00,2.0,Tan,0.65,13,9,1.0,2,2018-05-18,2019-04-07,324,0,0.2016
ANSL_63282,2018-09-11 00:00:00,2018-10-25 18:57:00,2.0,Black,0.93,13,9,0.0,1,2018-09-11,2018-10-25,44,0,0.4671
ANSL_61847,2015-03-19 00:00:00,2018-04-12 20:06:00,1.0,Brown,0.02,0,1,0.0,2,2015-03-19,2018-04-12,1120,0,0.2403
ANSL_60198,2017-02-15 00:00:00,2018-03-09 08:53:00,3.0,Gray,0.98,15,4,2.0,4,2017-02-15,2018-03-09,387,1,0.3868
ANSL_54743,2017-07-19 00:00:00,2017-10-19 20:43:00,0.0,Calico,0.53,7,1,1.0,1,2017-07-19,2017-10-19,92,0,0.2332
ANSL_62482,2015-08-22 00:00:00,2017-09-19 14:15:00,0.0,Tan,0.59,0,1,1.0,2,2015-08-22,2017-09-19,759,0,0.0977
ANSL_54967,2006-12-25 00:00:00,2017-01-27 16:43:00,0.0,White,0.61,0,1,1.0,2,2006-12-25,2017-01-27,3686,0,0.2299
ANSL_63322,2015-01-11 00:00:00,2016-11-19 16:58:00,0.0,Brown Brindle,0.02,0,7,1.0,2,2015-01-11,2016-11-19,678,0,0.0746
ANSL_68238,2016-05-08 00:00:00,2016-08-11 18:09:00,0.0,White,0.31,7,1,1.0,2,2016-05-08,2016-08-11,95,0,0.28559999999999997
ANSL_69098,2017-06-14 00:00:00,2018-01-09 19:52:00,1.0,White,0.41,7,1,0.0,2,2017-06-14,2018-01-09,209,0,0.3457
ANSL_65783,2006-12-16 00:00:00,2017-01-08 13:57:00,0.0,Black,0.27,0,7,1.0,1,2006-12-16,2017-01-08,3676,0,0.37579999999999997
ANSL_60543,2016-05-22 00:00:00,2016-09-05 12:20:00,0.0,Black,0.64,13,9,1.0,1,2016-05-22,2016-09-05,106,0,0.223
ANSL_55353,2016-05-17 00:00:00,2018-06-07 09:00:00,2.0,Cream Tabby,0.98,16,9,1.0,1,2016-05-17,2018-06-07,751,0,0.273
ANSL_59449,2008-04-14 00:00:00,2018-09-11 15:18:00,1.0,Orange Tabby,0.37,0,1,0.0,1,2008-04-14,2018-09-11,3802,0,0.3504
ANSL_74618,2016-06-11 00:00:00,2016-09-17 18:21:00,0.0,Tan,0.98,0,1,1.0,2,2016-06-11,2016-09-17,98,0,0.09230000000000001
ANSL_65026,2018-04-26 00:00:00,2018-08-20 17:34:00,0.0,Tricolor,0.83,0,1,1.0,2,2018-04-26,2018-08-20,116,0,0.1307
ANSL_76304,2017-04-09 00:00:00,2019-04-30 14:08:00,1.0,Brown,0.74,0,7,0.0,2,2017-04-09,2019-04-30,751,0,0.3089
ANSL_62026,2015-02-03 00:00:00,2017-03-03 18:55:00,1.0,White,0.91,0,1,0.0,2,2015-02-03,2017-03-03,759,0,0.2096
ANSL_58036,2013-06-19 00:00:00,2016-07-16 16:16:00,0.0,White,0.52,13,9,1.0,1,2013-06-19,2016-07-16,1123,0,0.2563
ANSL_67157,2016-08-25 00:00:00,2016-12-10 16:25:00,1.0,Brown Tabby,0.52,12,1,0.0,1,2016-08-25,2016-12-10,107,0,0.39640000000000003
ANSL_70389,2016-07-15 00:00:00,2018-08-28 17:39:00,0.0,Torbie,0.48,0,1,1.0,1,2016-07-15,2018-08-28,774,0,0.3875
ANSL_52560,2017-08-12 00:00:00,2018-10-12 18:44:00,0.0,White,0.04,0,1,1.0,2,2017-08-12,2018-10-12,426,0,0.17620000000000002
ANSL_54947,2016-07-23 00:00:00,2018-10-12 15:35:00,0.0,White,0.04,7,1,1.0,2,2016-07-23,2018-10-12,811,0,0.1881
ANSL_70583,2015-05-12 00:00:00,2017-07-15 13:10:00,1.0,Fawn,0.32,0,1,0.0,2,2015-05-12,2017-07-15,795,0,0.3555
ANSL_67905,2015-04-02 00:00:00,2016-10-29 16:31:00,0.0,White,0.86,13,9,1.0,2,2015-04-02,2016-10-29,576,0,0.2904
ANSL_58524,2015-12-04 00:00:00,2016-12-26 09:58:00,2.0,Calico,0.29,9,2,1.0,1,2015-12-04,2016-12-26,388,0,0.3093
ANSL_65155,2014-07-03 00:00:00,2018-07-21 12:08:00,1.0,Seal Point,0.61,0,1,0.0,1,2014-07-03,2018-07-21,1479,0,0.0599
ANSL_76739,2017-02-10 00:00:00,2019-05-09 19:30:00,0.0,Tan,0.31,0,1,1.0,2,2017-02-10,2019-05-09,818,0,0.2762
ANSL_64728,2012-01-29 00:00:00,2017-05-06 14:41:00,1.0,Buff,0.58,7,1,0.0,2,2012-01-29,2017-05-06,1924,0,0.1158
ANSL_68019,2018-06-29 00:00:00,2018-09-07 12:16:00,2.0,Blue,0.73,0,1,0.0,1,2018-06-29,2018-09-07,70,0,0.4852
ANSL_59754,2015-05-09 00:00:00,2017-06-06 18:31:00,2.0,Tortie,0.53,16,9,1.0,1,2015-05-09,2017-06-06,759,0,0.34369999999999995
ANSL_62836,2009-04-13 00:00:00,2017-05-06 19:07:00,1.0,Tan,0.32,0,7,0.0,2,2009-04-13,2017-05-06,2945,0,0.40950000000000003
ANSL_53535,2014-08-11 00:00:00,2017-09-02 13:28:00,1.0,White,0.57,0,7,0.0,2,2014-08-11,2017-09-02,1118,0,0.11349999999999999
ANSL_66772,2017-06-27 00:00:00,2017-09-21 17:44:00,0.0,Fawn,0.14,0,1,1.0,2,2017-06-27,2017-09-21,86,0,0.0718
ANSL_51968,2016-10-19 00:00:00,2018-11-27 12:59:00,0.0,Black,0.29,13,9,1.0,2,2016-10-19,2018-11-27,769,0,0.305
ANSL_64003,2010-06-23 00:00:00,2016-07-17 15:14:00,0.0,Brown Tabby,0.6,13,9,1.0,1,2010-06-23,2016-07-17,2216,0,0.322
ANSL_67581,2014-11-21 00:00:00,2018-12-13 17:49:00,0.0,Blue,0.88,0,1,1.0,2,2014-11-21,2018-12-13,1483,0,0.2611
ANSL_74319,2016-11-23 00:00:00,2017-03-23 17:48:00,1.0,Tricolor,0.51,0,1,0.0,2,2016-11-23,2017-03-23,120,0,0.1999
ANSL_56416,2016-02-12 00:00:00,2017-03-10 13:58:00,2.0,White,0.18,13,9,0.0,2,2016-02-12,2017-03-10,392,0,0.0643
ANSL_69717,2016-02-26 00:00:00,2016-08-04 18:18:00,1.0,Sable,0.89,0,1,0.0,2,2016-02-26,2016-08-04,160,0,0.2937
ANSL_53962,2017-02-21 00:00:00,2019-03-12 13:25:00,0.0,Black,0.02,0,7,1.0,2,2017-02-21,2019-03-12,749,0,0.2766
ANSL_69415,2015-06-16 00:00:00,2017-07-07 11:43:00,1.0,Blue Merle,0.91,0,7,0.0,2,2015-06-16,2017-07-07,752,0,0.3666
ANSL_74584,2016-11-11 00:00:00,2016-12-23 12:23:00,2.0,Tortie,0.65,13,9,1.0,1,2016-11-11,2016-12-23,42,0,0.2419
ANSL_58399,2014-08-13 00:00:00,2016-09-04 09:00:00,2.0,Blue,0.4,16,9,1.0,1,2014-08-13,2016-09-04,753,0,0.2173
ANSL_69281,2012-04-07 00:00:00,2018-02-28 12:22:00,0.0,White,0.43,0,7,1.0,2,2012-04-07,2018-02-28,2153,0,0.08929999999999999
ANSL_58082,2016-12-09 00:00:00,2017-08-02 17:25:00,0.0,Black,0.02,0,1,1.0,2,2016-12-09,2017-08-02,236,0,0.2115
ANSL_67570,2016-11-16 00:00:00,2017-12-12 00:00:00,0.0,Tricolor,0.88,0,1,1.0,2,2016-11-16,2017-12-12,391,0,0.1998
ANSL_52670,2013-11-30 00:00:00,2016-12-20 18:35:00,2.0,Tricolor,0.64,18,4,1.0,2,2013-11-30,2016-12-20,1116,0,0.083
ANSL_57595,2013-08-09 00:00:00,2017-10-23 16:42:00,1.0,Chocolate,0.25,0,1,0.0,2,2013-08-09,2017-10-23,1536,0,0.2858
ANSL_57828,2014-08-24 00:00:00,2018-10-21 16:57:00,0.0,Black,0.64,0,1,1.0,1,2014-08-24,2018-10-21,1519,0,0.3317
ANSL_72781,2017-01-28 00:00:00,2018-07-08 14:30:00,2.0,Tan,0.06,0,7,0.0,2,2017-01-28,2018-07-08,526,0,0.0717
ANSL_65793,2016-07-23 00:00:00,2016-12-09 16:43:00,0.0,Tortie,0.51,0,1,1.0,1,2016-07-23,2016-12-09,139,0,0.387
ANSL_52765,2017-10-30 00:00:00,2018-02-08 15:39:00,1.0,Orange Tabby,0.82,0,1,0.0,1,2017-10-30,2018-02-08,101,0,0.2901
ANSL_65605,2016-09-05 00:00:00,2017-10-01 15:59:00,2.0,Black,0.86,13,9,0.0,2,2016-09-05,2017-10-01,391,0,0.47340000000000004
ANSL_76557,2018-02-12 00:00:00,2019-05-05 18:45:00,1.0,Brown Brindle,0.31,0,1,0.0,2,2018-02-12,2019-05-05,447,0,0.3111
ANSL_61740,2017-02-11 00:00:00,2018-03-04 16:46:00,3.0,Brown,0.63,15,4,2.0,4,2017-02-11,2018-03-04,386,1,0.4802
ANSL_63032,2018-07-07 00:00:00,2019-01-22 19:03:00,1.0,Black,0.94,0,1,0.0,2,2018-07-07,2019-01-22,199,0,0.08800000000000001
ANSL_56797,2017-06-21 00:00:00,2017-09-29 14:34:00,0.0,Orange Tabby,0.78,0,1,1.0,1,2017-06-21,2017-09-29,100,0,0.2305
ANSL_65542,2011-08-11 00:00:00,2017-09-02 14:29:00,1.0,Black,0.82,0,7,0.0,2,2011-08-11,2017-09-02,2214,0,0.442
ANSL_70257,2017-07-10 00:00:00,2017-12-30 14:15:00,0.0,Cream Tabby,0.66,0,1,1.0,1,2017-07-10,2017-12-30,173,0,0.15039999999999998
ANSL_59667,2018-11-09 00:00:00,2019-03-13 17:45:00,1.0,Orange Tabby,0.35,0,1,0.0,1,2018-11-09,2019-03-13,124,0,0.2339
ANSL_61832,2016-01-19 00:00:00,2016-10-17 18:47:00,0.0,Tan,0.47,0,1,1.0,2,2016-01-19,2016-10-17,272,0,0.25980000000000003
ANSL_60629,2016-10-19 00:00:00,2017-02-08 19:04:00,2.0,Orange Tabby,0.53,18,4,0.0,1,2016-10-19,2017-02-08,112,0,0.0843
ANSL_75670,2007-01-24 00:00:00,2019-04-14 19:10:00,2.0,Black,0.07,0,7,0.0,2,2007-01-24,2019-04-14,4463,0,0.12119999999999999
ANSL_55963,2015-07-22 00:00:00,2018-04-02 14:52:00,2.0,White,0.97,0,7,0.0,2,2015-07-22,2018-04-02,985,0,0.0897
ANSL_53551,2018-11-17 00:00:00,2019-02-11 16:06:00,0.0,Black,0.35,0,1,1.0,2,2018-11-17,2019-02-11,86,0,0.215
ANSL_71775,2018-01-28 00:00:00,2018-11-22 17:27:00,1.0,Black,0.94,0,1,0.0,2,2018-01-28,2018-11-22,298,0,0.1624
ANSL_51119,2016-08-19 00:00:00,2018-09-10 12:14:00,2.0,Tan,0.41,0,7,0.0,2,2016-08-19,2018-09-10,752,0,0.0649
ANSL_63518,2018-11-08 00:00:00,2019-01-06 17:49:00,2.0,White,0.3,13,9,0.0,1,2018-11-08,2019-01-06,59,0,0.4039
ANSL_73343,2016-07-01 00:00:00,2016-09-04 14:13:00,2.0,Black,0.06,13,9,1.0,1,2016-07-01,2016-09-04,65,0,0.4471
